#U fC  << this is the unit 
#             eta             phi             dep             det  cov_0_0  cov_0_1  cov_0_2  cov_0_3  cov_1_0  cov_1_1  cov_1_2  cov_1_3  cov_2_0  cov_2_1  cov_2_2  cov_2_3  cov_3_0  cov_3_1  cov_3_2  cov_3_3      DetId
               -1              10               4      CASTOR_HAD  7.39360  1.51827  0.54029 -0.45267 -0.37686  7.32387  1.39610  0.40009  0.58551 -0.37878  7.10806  1.30618  1.44164  0.54887 -0.56766  7.14242   56000094
               -1              10               5      CASTOR_HAD  6.57320  1.67743  0.38063 -0.28827  0.06377  6.55018  1.67433  0.22319  0.25298 -0.13651  6.21970  1.48524  1.61575  0.31700 -0.09956  6.28024   56000095
               -1              10               6      CASTOR_HAD  6.73002  1.80509  0.41978 -0.13074  0.06525  6.68580  1.64217  0.44993  0.51345  0.01708  6.36435  1.58066  1.64851  0.45824 -0.23302  6.37709   56000096
               -1              10               7      CASTOR_HAD  7.27396  1.52232  0.14414 -0.24403 -0.20534  7.35728  1.65495  0.15002  0.04572  0.00051  7.32207  1.53380  1.34750  0.11600 -0.14796  7.15446   56000097
               -1              10               8      CASTOR_HAD  7.15984  1.64378  0.25542  0.13351  0.27039  7.33599  1.58817  0.24992  0.32315  0.11372  7.20056  1.56464  1.53478  0.18549  0.06811  7.20113   56000098
               -1              10               9      CASTOR_HAD  8.94665  1.56441 -0.76765 -0.33618 -0.21663  9.08443  1.62196 -0.73714 -0.70703 -0.16312  9.06715  1.47826  1.47025 -0.70141 -0.19147  8.93845   56000099
               -1              10              10      CASTOR_HAD  7.41830  1.69370  0.36365 -0.25173 -0.24241  7.34102  1.66262  0.33990  0.38232 -0.24160  7.08127  1.62353  1.66167  0.43588 -0.24764  7.17921   5600009A
               -1              10              11      CASTOR_HAD  7.73296  1.94289  0.18868  0.16061  0.14950  7.55215  1.85272  0.27765  0.13641 -0.00049  7.23174  1.74782  1.86874  0.14760 -0.01508  7.33717   5600009B
               -1              10              12      CASTOR_HAD  7.98490  1.87283  0.14745  0.10882  0.16020  7.86687  1.74704  0.19958  0.18308  0.12450  7.57967  1.71906  1.82097  0.21104 -0.00233  7.61240   5600009C
               -1              10              13      CASTOR_HAD  9.65468  2.22830 -0.97583  0.24359  0.09818  9.56133  2.22272 -0.93031 -0.99194  0.16229  9.33559  2.16144  2.17947 -0.95964  0.06534  9.28412   5600009D
               -1              10              14      CASTOR_HAD 12.87209  1.69205 -4.27917 -0.11342 -0.10577 12.81919  1.78320 -4.28426 -4.33875 -0.04703 12.41829  1.62173  1.68796 -4.31718 -0.12552 12.51477   5600009E
               -1              11               1       CASTOR_EM 10.14672  0.86476 -0.11530  0.61929  0.85457 10.06269  0.80029 -0.09483 -0.04334  0.65845  9.78186  0.76033  0.76382 -0.13156  0.61582  9.86432   560000A1
               -1              11               2       CASTOR_EM  7.97073  2.02994  0.42054 -0.33556 -0.10032  7.80743  1.80974  0.63129  0.50988 -0.27152  7.63262  1.93179  1.98988  0.55929 -0.38007  7.66866   560000A2
               -1              11               3      CASTOR_HAD 10.18442  2.35229  0.18221 -1.25251 -0.97336 10.01605  2.24590  0.13825  0.29243 -1.08103  9.93211  2.19946  2.31174  0.22451 -1.24448  9.85817   560000A3
               -1              11               4      CASTOR_HAD  7.87050  1.83710  0.34528 -0.05254 -0.11683  7.89885  1.75807  0.53933  0.43250 -0.11292  7.50931  1.78467  1.78760  0.39312 -0.26311  7.92442   560000A4
               -1              11               5      CASTOR_HAD  8.07985  2.21346  0.30554 -0.34627 -0.17373  8.03468  2.06032  0.29236  0.23178 -0.30507  7.53304  1.94876  2.09033  0.33926 -0.30083  7.58835   560000A5
               -1              11               6      CASTOR_HAD  6.94783  1.78349  0.21443 -0.31419  0.01110  6.91983  1.70669  0.12099  0.15916 -0.19996  6.87845  1.57336  1.72026  0.21503 -0.19714  6.79028   560000A6
               -1              11               7      CASTOR_HAD  7.50175  1.38002 -0.15625  0.16629  0.13300  7.49559  1.28371 -0.07808 -0.17496  0.09781  7.17705  1.31558  1.34268 -0.15294  0.07803  7.23695   560000A7
               -1              11               8      CASTOR_HAD  9.61450  1.14348 -0.94726  0.24220  0.42380  9.61776  1.15619 -0.90699 -0.86266  0.40153  9.45758  1.06741  1.10933 -0.93669  0.23409  9.41389   560000A8
               -1              11               9      CASTOR_HAD  8.49937  1.86604 -0.10963 -1.19157 -0.98428  8.43338  1.83834 -0.24387 -0.12836 -1.05676  8.18521  1.64627  1.71851 -0.22710 -1.17796  8.18124   560000A9
               -1              11              10      CASTOR_HAD  6.48079  1.52106  0.22382 -0.22711  0.02766  6.50965  1.34447  0.12424  0.21390 -0.06528  6.28412  1.24088  1.37891  0.26056 -0.20228  6.32233   560000AA
               -1              11              11      CASTOR_HAD  7.38753  1.36433 -0.08502  0.20604  0.23940  7.23160  1.18306 -0.15671 -0.02498  0.23949  6.92838  1.23392  1.28894 -0.06755  0.03754  6.99107   560000AB
               -1              11              12      CASTOR_HAD  8.21558  2.01848  0.43742  0.09840 -0.02564  8.22113  1.88017  0.49917  0.56491  0.07917  7.82570  1.86369  1.89110  0.45714 -0.11642  7.89148   560000AC
               -1              11              13      CASTOR_HAD  8.83910  2.08895 -0.20152 -0.17590 -0.10166  9.01543  2.17340 -0.17306 -0.24974 -0.10167  9.02124  2.12447  1.96497 -0.16832 -0.07278  8.78492   560000AD
               -1              11              14      CASTOR_HAD  7.87167  1.77132  0.31088 -0.69540 -0.62917  8.05097  1.86697  0.23431  0.23181 -0.43230  7.98687  1.68114  1.68147  0.35238 -0.47782  7.97478   560000AE
               -1              12               1       CASTOR_EM  8.22241  1.92747  0.27087 -0.16756 -0.25336  8.21298  1.84578  0.23819  0.18291 -0.27921  7.96615  1.78627  1.85943  0.24946 -0.30705  7.98116   560000B1
               -1              12               2       CASTOR_EM  7.49707  1.55656  0.11287  0.00458  0.13229  7.46487  1.53691  0.07019 -0.02110  0.00266  7.14209  1.42212  1.50566  0.07094  0.08630  7.10109   560000B2
               -1              12               3      CASTOR_HAD  7.23862  1.85056  0.27060 -0.31363 -0.19968  7.13827  1.74893  0.18739  0.25946 -0.24578  6.79274  1.64044  1.73531  0.21477 -0.36281  6.69043   560000B3
               -1              12               4      CASTOR_HAD  8.29613  2.08090  0.44839 -0.18492 -0.24937  8.19269  2.06114  0.48033  0.37639 -0.28600  7.91359  1.93861  2.03238  0.39035 -0.27682  8.00754   560000B4
               -1              12               5      CASTOR_HAD  6.96420  1.54807  0.10352 -0.12640 -0.01224  6.92763  1.48454  0.03857  0.11336 -0.10462  6.56535  1.27666  1.37152  0.03369 -0.24683  6.53432   560000B5
               -1              12               6      CASTOR_HAD  8.40586  2.07536  0.32643 -0.19107  0.03171  8.34626  2.06261  0.31289  0.23555 -0.16248  8.00693  1.81757  1.98674  0.29613 -0.15837  8.10587   560000B6
               -1              12               7      CASTOR_HAD 10.29488  1.67747 -0.03929 -0.25510 -0.05858 10.14572  1.60621 -0.20232  0.00517 -0.11535  9.73296  1.52434  1.53072 -0.11199 -0.21043  9.78847   560000B7
               -1              12               8      CASTOR_HAD  8.48226  1.50458 -0.10133 -0.10419 -0.05328  8.42928  1.42992  0.00891 -0.18013 -0.13832  8.03192  1.34890  1.45845 -0.08649 -0.15630  8.06669   560000B8
               -1              12               9      CASTOR_HAD  7.56454  1.84940  0.57454 -0.38551 -0.19678  7.58671  1.82906  0.20643  0.46909 -0.18446  7.33780  1.56851  1.73106  0.47051 -0.20531  7.34174   560000B9
               -1              12              10      CASTOR_HAD  7.34734  1.80914  0.31438  0.06664  0.14616  7.35992  1.79349  0.47517  0.24583 -0.04494  6.97287  1.65744  1.78488  0.31393 -0.03853  7.07823   560000BA
               -1              12              11      CASTOR_HAD  6.79164  1.60004  0.21308  0.15302  0.16586  6.67454  1.56585  0.14516  0.20708  0.18509  6.52956  1.49287  1.53937  0.18481  0.14510  6.38887   560000BB
               -1              12              12      CASTOR_HAD  7.57062  1.67345  0.23566 -0.07317 -0.09937  7.50207  1.61361  0.17404  0.19518 -0.10278  7.34376  1.53939  1.64943  0.26219 -0.12901  7.22345   560000BC
               -1              12              13      CASTOR_HAD  9.04366  2.06353 -0.31533 -0.17651 -0.03284  8.96778  2.19203 -0.32941 -0.33777  0.01566  8.91485  2.03364  2.02648 -0.23761  0.06210  8.85531   560000BD
               -1              12              14      CASTOR_HAD  5.67646  1.35736  0.29030 -0.35441 -0.26607  5.92103  1.44356  0.28615  0.26392 -0.21404  5.90290  1.30852  1.22780  0.29778 -0.23681  5.74119   560000BE
               -1              13               1       CASTOR_EM  9.26495  2.62945 -0.62135 -0.60947 -0.52806  9.51257  2.68377 -0.55469 -0.55490 -0.35461  9.48965  2.56532  2.60573 -0.54102 -0.47675  9.31027   560000C1
               -1              13               2       CASTOR_EM  7.13829  1.79161  0.02478 -0.46017 -0.53401  7.32869  1.91314  0.08661  0.02632 -0.17452  7.42973  1.84116  1.72083  0.08139 -0.35141  7.11543   560000C2
               -1              13               3      CASTOR_HAD  7.85541  1.98889  0.21565 -0.13008 -0.12560  8.02982  2.03511  0.25809  0.14253  0.10388  7.82794  1.91313  1.90973  0.32188  0.00555  7.60170   560000C3
               -1              13               4      CASTOR_HAD  7.05713  1.69963  0.45471 -0.19218  0.12613  7.27694  1.73855  0.43732  0.57848 -0.17706  7.24945  1.64121  1.67141  0.53396 -0.04992  6.99168   560000C4
               -1              13               5      CASTOR_HAD  6.56700  1.43369  0.06836 -0.28517 -0.12411  6.92197  1.50607  0.12074  0.08829 -0.17368  6.82737  1.39914  1.31836  0.12663 -0.17963  6.53766   560000C5
               -1              13               6      CASTOR_HAD  8.49839  1.33519  0.59326 -0.56961 -0.32440  8.59293  1.33037  0.51704  0.61701 -0.50272  8.59265  1.23767  1.34698  0.59747 -0.41792  8.42269   560000C6
               -1              13               7      CASTOR_HAD  6.56422  1.64374  0.35510 -0.25730 -0.09274  6.79607  1.74413  0.32250  0.21681 -0.21650  6.76921  1.64283  1.57233  0.33044 -0.13211  6.56956   560000C7
               -1              13               8      CASTOR_HAD  8.41296  2.38776 -0.30150 -1.33723 -1.28805  8.36069  2.43593 -0.26941 -0.42128 -1.32979  8.33818  2.35622  2.27006 -0.32918 -1.35104  8.21426   560000C8
               -1              13               9      CASTOR_HAD  7.02856  1.51154  0.20374 -0.31999 -0.22531  7.03769  1.63763  0.29687  0.29041 -0.13342  6.97933  1.57390  1.35358  0.19842 -0.27295  6.85700   560000C9
               -1              13              10      CASTOR_HAD  7.85909  1.65216 -0.63391  0.14286  0.08437  8.05765  1.66155 -0.63311 -0.68385  0.26783  7.98367  1.63593  1.51484 -0.71967  0.12158  7.77812   560000CA
               -1              13              11      CASTOR_HAD 10.32033  3.03236  0.22844 -0.52292 -0.54627 10.36190  3.06737  0.25133  0.25865 -0.32842 10.33498  3.03391  3.02434  0.24590 -0.44185 10.16429   560000CB
               -1              13              12      CASTOR_HAD  6.67985  1.23230 -0.40230 -0.48918 -0.55284  6.65900  1.31474 -0.39188 -0.50349 -0.36133  6.66303  1.22845  1.12813 -0.43085 -0.41499  6.36296   560000CC
               -1              13              13      CASTOR_HAD  6.38248  1.72245  0.22635 -0.26253 -0.21720  6.52734  1.76668  0.22485  0.21471 -0.05100  6.52413  1.70245  1.67635  0.24155 -0.16230  6.41658   560000CD
               -1              13              14      CASTOR_HAD  6.65852  1.73824 -0.25423 -0.18728 -0.23553  6.64991  1.58602 -0.15798 -0.19485 -0.26544  6.30573  1.64146  1.70697 -0.18193 -0.34795  6.31041   560000CE
               -1              14               1       CASTOR_EM  8.46947  2.60358  0.26546 -0.03787 -0.00655  8.39212  2.52048  0.35486  0.29115 -0.08549  8.26455  2.50530  2.58201  0.27299 -0.16238  8.18434   560000D1
               -1              14               2       CASTOR_EM  7.61714  1.60725  0.15497 -0.12167  0.05907  7.41537  1.65706  0.10123  0.09343 -0.06834  7.15407  1.60283  1.63033  0.17207 -0.00638  7.14536   560000D2
               -1              14               3      CASTOR_HAD  7.29137  1.98658  0.53294  0.27419  0.32261  7.18089  1.95422  0.58004  0.43686  0.19238  7.07079  1.75750  1.89680  0.47432  0.18213  6.97038   560000D3
               -1              14               4      CASTOR_HAD  7.55828  1.69214  0.25864 -0.15345 -0.06210  7.42463  1.59178  0.26768  0.23456 -0.14673  7.48922  1.54338  1.61749  0.22195 -0.21394  7.28416   560000D4
               -1              14               5      CASTOR_HAD  7.42066  1.91526  0.29546 -0.56585 -0.49969  7.31912  1.79943  0.24545  0.35951 -0.52860  7.08535  1.80380  1.90588  0.36388 -0.62202  7.05667   560000D5
               -1              14               6      CASTOR_HAD  7.31322  1.02491 -0.66199  0.23224  0.36764  7.27049  0.95102 -0.65615 -0.56093  0.30882  7.18629  1.00393  1.00740 -0.65235  0.17709  7.13894   560000D6
               -1              14               7      CASTOR_HAD  8.64366  1.62221 -0.91260  0.21074  0.01918  8.88350  1.60110 -0.96333 -1.10025  0.37415  8.77513  1.58862  1.52325 -1.01801  0.22438  8.51012   560000D7
               -1              14               8      CASTOR_HAD  8.46878  1.85704 -0.94753  0.22125  0.21255  8.63776  1.87865 -1.09459 -1.03593  0.48058  8.73527  1.74715  1.87105 -0.90011  0.50879  8.48717   560000D8
               -1              14               9      CASTOR_HAD  7.64006  1.71267  0.00434 -0.29411 -0.25834  7.78225  1.84858  0.10401 -0.05957 -0.15923  7.76800  1.77750  1.53993  0.01568 -0.21130  7.56187   560000D9
               -1              14              10      CASTOR_HAD  6.93919  1.76051 -0.01576 -0.41667 -0.32453  6.99982  1.82476  0.00815 -0.01994 -0.20465  6.98452  1.75842  1.64540 -0.02592 -0.31821  6.96529   560000DA
               -1              14              11      CASTOR_HAD  7.06925  1.81331  0.14392 -0.19333 -0.25072  7.11285  1.93447  0.26974  0.10271 -0.01967  6.99927  1.87457  1.70536  0.18907 -0.12599  6.98686   560000DB
               -1              14              12      CASTOR_HAD  7.06519  1.73949  0.36832 -0.06222 -0.14652  7.17206  1.75742  0.32227  0.17329  0.02058  7.24814  1.72089  1.57416  0.28665 -0.09805  7.16157   560000DC
               -1              14              13      CASTOR_HAD 19.24654  8.84879  1.03524 -4.65867 -4.79791 18.87373  8.68563  0.76611  0.94130 -4.54573 18.66975  8.62508  8.77563  0.99189 -4.49497 18.60314   560000DD
               -1              14              14      CASTOR_HAD  8.50572  1.79835 -0.37104 -0.57036 -0.34497  8.41521  1.74085 -0.39389 -0.33942 -0.46325  8.20654  1.74180  1.78017 -0.39052 -0.56511  8.21976   560000DE
               -1              15               1       CASTOR_EM  7.78665  1.93546 -0.24153 -0.12881 -0.06970  7.79663  1.87431 -0.42714 -0.32707 -0.05833  7.46407  1.68349  1.80714 -0.31876 -0.12090  7.47041   560000E1
               -1              15               2       CASTOR_EM 10.96599  2.72993 -1.33569 -0.86472 -0.69777 10.96951  2.57288 -1.30869 -1.22801 -0.72272 10.75566  2.73599  2.72897 -1.24606 -0.91162 10.72084   560000E2
               -1              15               3      CASTOR_HAD  9.87782  3.07263 -0.10387 -0.83192 -0.83809  9.83202  2.97168 -0.20702 -0.02501 -0.78535  9.57668  2.98174  3.02161 -0.09761 -0.89920  9.61717   560000E3
               -1              15               4      CASTOR_HAD  7.66629  2.04076 -0.11575 -0.18517 -0.05625  7.54868  1.89613 -0.24899 -0.07339 -0.06586  7.21881  1.90469  1.94633 -0.07096 -0.15678  7.34444   560000E4
               -1              15               5      CASTOR_HAD  6.90760  1.74757  0.49545 -0.14929 -0.17403  6.84924  1.66470  0.46732  0.50269 -0.18323  6.83340  1.62545  1.68252  0.49023 -0.27422  6.58279   560000E5
               -1              15               6      CASTOR_HAD  7.44804  1.67173 -0.28612  0.07117  0.14786  7.38518  1.65860 -0.28159 -0.34486  0.06828  6.95357  1.51611  1.61526 -0.31749  0.05013  7.20415   560000E6
               -1              15               7      CASTOR_HAD  8.27065  1.47833 -0.57515  0.76881  0.78709  8.32851  1.44978 -0.53717 -0.53854  0.81805  7.98988  1.43845  1.47133 -0.51707  0.76378  7.96274   560000E7
               -1              15               8      CASTOR_HAD  6.33317  1.36166  0.15738 -0.14172 -0.05067  6.24986  1.20352  0.05706  0.16179 -0.07943  6.05956  1.14988  1.24663  0.16765 -0.27679  5.94812   560000E8
               -1              15               9      CASTOR_HAD  6.91526  1.52631  0.30302 -0.15910 -0.02182  6.86879  1.43690  0.20941  0.30239 -0.07791  6.73192  1.33476  1.45169  0.29198 -0.16856  6.55205   560000E9
               -1              15              10      CASTOR_HAD 13.79384  4.57169 -0.47863 -1.01139 -0.91516 13.84032  4.57253 -0.38535 -0.40068 -1.08926 13.75506  4.53812  4.54655 -0.48574 -1.14021 13.70113   560000EA
               -1              15              11      CASTOR_HAD  7.79179  2.06508  0.20387 -0.32237 -0.05050  7.71991  2.01243  0.22853  0.39662 -0.08441  7.41790  2.01038  2.02316  0.23673 -0.31188  7.51455   560000EB
               -1              15              12      CASTOR_HAD  8.50342  1.84515  0.10501 -0.11865  0.08442  8.38418  1.83074  0.16203  0.03169 -0.11228  8.09415  1.76322  1.86563  0.15684 -0.02471  8.10732   560000EC
               -1              15              13      CASTOR_HAD  8.60013  1.99957 -0.94737 -0.44658 -0.46251  8.48845  1.93610 -0.95799 -0.99947 -0.51654  8.21805  1.84204  1.91832 -0.97977 -0.55174  8.26178   560000ED
               -1              15              14      CASTOR_HAD  7.05118  1.92950  0.03261 -0.41634 -0.12933  7.03970  1.76068 -0.00664  0.12938 -0.15442  6.68292  1.72581  1.78827  0.11540 -0.39922  6.66809   560000EE
               -1              16               1       CASTOR_EM  9.33704  2.31998 -0.25612 -0.54721 -0.45363  9.33078  2.25594 -0.20263 -0.23434 -0.54960  9.13216  2.23163  2.31680 -0.17929 -0.60204  9.25367   560000F1
               -1              16               2       CASTOR_EM  8.52189  2.45731  0.14186 -0.24165 -0.13982  8.44928  2.34491 -0.05473  0.17697 -0.14019  8.24636  2.32276  2.34822  0.14382 -0.19676  8.14513   560000F2
               -1              16               3      CASTOR_HAD  7.38966  1.84560 -0.02030 -0.18090  0.01448  7.28417  1.70372 -0.05197 -0.02317 -0.11285  7.03921  1.56952  1.73532 -0.01214 -0.20702  7.10956   560000F3
               -1              16               4      CASTOR_HAD  7.69262  2.02452  0.13760  0.05985  0.06099  7.72197  1.97633 -0.02729  0.03452  0.00013  7.53082  1.76275  1.85842  0.05766 -0.00563  7.62271   560000F4
               -1              16               5      CASTOR_HAD  7.27141  1.81432 -0.03607 -0.01975 -0.02481  7.23418  1.63229 -0.06109  0.15313  0.09644  7.14288  1.72083  1.70238  0.05685 -0.15987  6.92094   560000F5
               -1              16               6      CASTOR_HAD 66.57695  0.55388 -36.16839 11.65526 11.71808 64.55602 -0.64316 -38.11105 -35.91492 11.00888 63.88834 -0.01083 -0.00607 -37.95632 11.42224 66.87479   560000F6
               -1              16               7      CASTOR_HAD  6.74913  1.58417 -0.10281  0.11447  0.47726  6.87984  1.53006 -0.08784  0.01859  0.27499  6.62064  1.52507  1.46767 -0.10495  0.07150  6.66302   560000F7
               -1              16               8      CASTOR_HAD  7.06420  1.34610 -0.75197  0.18402  0.36676  6.94565  1.25569 -0.83762 -0.78304  0.25418  6.61198  1.11772  1.27229 -0.76317  0.23877  6.60254   560000F8
               -1              16               9      CASTOR_HAD  6.77559  1.77505  0.46546 -0.11002 -0.19038  6.94162  1.72466  0.26413  0.44376 -0.12405  6.60439  1.64528  1.77206  0.46129 -0.10072  6.44848   560000F9
               -1              16              10      CASTOR_HAD  6.87682  1.91434  0.43880  0.02486 -0.02548  6.84882  1.77523  0.51669  0.42083 -0.09511  6.59552  1.73604  1.80694  0.44173 -0.18919  6.43167   560000FA
               -1              16              11      CASTOR_HAD  8.71587  2.30180 -1.06930 -1.10065 -1.15308  8.64381  2.24239 -1.25520 -1.08028 -1.02095  8.44331  2.10159  2.17094 -1.17132 -1.23112  8.35597   560000FB
               -1              16              12      CASTOR_HAD  8.58955  2.27122  0.32049  0.30080  0.13918  8.38964  2.17780  0.36562  0.34312  0.16824  8.33942  2.10497  2.19139  0.32275  0.10202  8.18317   560000FC
               -1              16              13      CASTOR_HAD  8.24076  1.77506 -0.31910 -0.34683 -0.31943  8.30341  1.82616 -0.36316 -0.40645 -0.24822  8.30645  1.70802  1.65089 -0.36163 -0.30677  8.15898   560000FD
               -1              16              14      CASTOR_HAD  8.43875  2.89163  0.52870 -0.67188 -0.74268  8.42249  2.91522  0.47990  0.48730 -0.67471  8.07385  2.75833  2.83344  0.50500 -0.68494  8.10878   560000FE
